"","Concepto","CMAC Arequipa","CMAC Cusco","CMAC Huancayo","CMAC Piura","year","mes","Mes"
"64","PréstamosMicro",4.62247760500288,5.93056307074166,4.04599451690263,6.81105450619138,2017,12,2017-12-01
"65","Créditos pequeñas empresas",6.83080425292963,6.39297222151698,4.77041666692416,6.715020328811,2017,2,2017-02-01
"66","PréstamosPeq",6.83080425292963,6.40282244478414,4.74377592070482,6.55867629364425,2017,2,2017-02-01
"67","Créditos a microempresas",5.50375058368367,6.01852428122157,4.57670235489808,5.34701112228502,2017,2,2017-02-01
"68","PréstamosMicro",5.50375058368367,6.01977467237883,4.57697869373121,5.27544419315723,2017,2,2017-02-01
"69","Créditos pequeñas empresas",6.88757656927301,6.161233946031,4.63277710959492,6.8053268232996,2017,3,2017-03-01
"70","PréstamosPeq",6.88757656927301,6.17258680813722,4.60651615266527,6.64579918002425,2017,3,2017-03-01
"71","Créditos a microempresas",5.51811063290377,5.58610952187815,4.57920448639946,5.10355129747368,2017,3,2017-03-01
"72","PréstamosMicro",5.51811063290377,5.58826441208885,4.58004590420169,5.03501506541725,2017,3,2017-03-01
"73","Créditos pequeñas empresas",7.16052284173491,6.29110572994851,4.92309591105383,7.0042991720969,2017,4,2017-04-01
"74","PréstamosPeq",7.16052284173491,6.30232438453206,4.89881199324459,6.84813363718016,2017,4,2017-04-01
"75","Créditos a microempresas",6.01919369453198,5.91209497931671,4.8927552945532,5.38971173957111,2017,4,2017-04-01
"76","PréstamosMicro",6.01919369453198,5.91427862608143,4.89364941510516,5.32427507279688,2017,4,2017-04-01
"77","Créditos pequeñas empresas",7.05313413567859,6.51661344503192,4.82286164083544,6.82544868021595,2017,5,2017-05-01
"78","PréstamosPeq",7.05313413567859,6.52786247707046,4.7993072105648,6.67136723955242,2017,5,2017-05-01
"79","Créditos a microempresas",5.71725291288352,6.05899650890483,4.92040387198585,5.4315441142047,2017,5,2017-05-01
"80","PréstamosMicro",5.71725291288352,6.06113250673827,4.92068387493944,5.36679004656297,2017,5,2017-05-01
"81","Créditos pequeñas empresas",7.06715304134136,6.02534315697738,4.43629322998355,6.86283017051497,2017,6,2017-06-01
"82","PréstamosPeq",7.06715304134136,6.03921767378168,4.42147183587211,6.71312943215952,2017,6,2017-06-01
"83","Créditos a microempresas",5.67954566057638,6.06286626209635,4.70356946180531,5.73074998229564,2017,6,2017-06-01
"84","PréstamosMicro",5.67954566057638,6.06491101463456,4.70383687402971,5.6668920596745,2017,6,2017-06-01
"85","Créditos pequeñas empresas",7.31178017190897,6.07401869381206,4.72089472032903,6.93353454212213,2017,7,2017-07-01
"86","PréstamosPeq",7.31178017190897,6.08229894722048,4.7068874319579,6.79220864864984,2017,7,2017-07-01
"87","Créditos a microempresas",5.93719923585586,6.15757005143995,4.86287892031472,6.10961095674258,2017,7,2017-07-01
"88","PréstamosMicro",5.93719923585586,6.15954331606228,4.86314415209102,6.04417481727074,2017,7,2017-07-01
"89","Créditos pequeñas empresas",7.2478126085472,6.1354147629068,4.83615330163373,6.90519025471481,2017,8,2017-08-01
"90","PréstamosPeq",7.2478126085472,6.14407739633166,4.82253005077658,6.76561660392758,2017,8,2017-08-01
"91","Créditos a microempresas",5.72770270158586,6.11010780688424,4.93891537079798,6.29099221059733,2017,8,2017-08-01
"92","PréstamosMicro",5.72770270158586,6.11193797123181,4.93891537079798,6.22366792680979,2017,8,2017-08-01
"93","Créditos pequeñas empresas",7.15815899145036,5.64466781184414,4.49886931608052,7.09716079609027,2017,9,2017-09-01
"94","PréstamosPeq",7.15815899145036,5.65388764081909,4.48569931052958,6.95990710502628,2017,9,2017-09-01
"95","Créditos a microempresas",5.47791784656689,5.91283762986777,4.55089824058349,6.55045601708826,2017,9,2017-09-01
"96","PréstamosMicro",5.47791784656689,5.91283762986777,4.55089824058349,6.48401406685845,2017,9,2017-09-01
"97","Créditos pequeñas empresas",6.53080662533611,5.45496404487507,4.84035827386982,7.36110296390594,2018,1,2018-01-01
"98","PréstamosPeq",6.53080662533611,5.45901059909397,4.83112139769326,7.34857062974197,2018,1,2018-01-01
"99","Créditos a microempresas",4.56889261156284,6.11156056084235,4.63670430751903,7.0624335397956,2018,1,2018-01-01
"100","PréstamosMicro",4.56889261156284,6.11156056084235,4.63670430751903,7.03287803466347,2018,1,2018-01-01
"101","Créditos pequeñas empresas",7.53014227717626,5.3088257315759,4.67167191234851,8.50128359050399,2018,10,2018-10-01
"102","PréstamosPeq",7.53014227717626,5.3170056690601,4.66856054493237,8.49028549945937,2018,10,2018-10-01
"103","Créditos a microempresas",5.13042254461425,6.47541841629276,4.58898712780887,5.44210303624001,2018,10,2018-10-01
"104","PréstamosMicro",5.13042254461425,6.47758723335154,4.58674064333194,5.41647542433787,2018,10,2018-10-01
"105","Créditos pequeñas empresas",7.48525651378366,5.01667071670109,4.57050073877314,8.53898379852565,2018,11,2018-11-01
"106","PréstamosPeq",7.48525651378366,5.02470155473258,4.56746904976808,8.53180768415215,2018,11,2018-11-01
"107","Créditos a microempresas",5.27743638368323,6.37348186340821,4.52325325039563,5.74087507608688,2018,11,2018-11-01
"108","PréstamosMicro",5.27743638368323,6.37424853663674,4.52109085227094,5.72295737369604,2018,11,2018-11-01
"109","Créditos pequeñas empresas",6.71931188134948,4.55665964076056,4.00163146965216,8.66705795410261,2018,12,2018-12-01
"110","PréstamosPeq",6.71931188134948,4.5641519908265,4.00414682424532,8.66168656315808,2018,12,2018-12-01
"111","Créditos a microempresas",4.28700812604378,6.46028140529758,4.07032956204714,5.7808689508706,2018,12,2018-12-01
"112","PréstamosMicro",4.28700812604378,6.46104174306363,4.06824732805791,5.76259653878332,2018,12,2018-12-01
"113","Créditos pequeñas empresas",6.72409276438033,5.52366131948796,5.05666318137895,7.57660344216821,2018,2,2018-02-01
"114","PréstamosPeq",6.72409276438033,5.52719171111364,5.0462987708587,7.56417432985265,2018,2,2018-02-01
"115","Créditos a microempresas",4.70514544208481,6.27856259830833,4.894108525062,7.20246170660855,2018,2,2018-02-01
"116","PréstamosMicro",4.70514544208481,6.27856259830833,4.894108525062,7.17325060631372,2018,2,2018-02-01
"117","Créditos pequeñas empresas",6.96291450021608,5.50700796804047,4.8411729974625,7.98023240881398,2018,3,2018-03-01
"118","PréstamosPeq",6.96291450021608,5.51264885907148,4.82993000449682,7.96809225753935,2018,3,2018-03-01
"119","Créditos a microempresas",4.81650686428974,6.03227316686901,4.47385616810582,7.43598964132268,2018,3,2018-03-01
"120","PréstamosMicro",4.81650686428974,6.03227316686901,4.47385616810582,7.40765276991011,2018,3,2018-03-01
"121","Créditos pequeñas empresas",7.06943577993108,5.66264608846702,4.93967873932838,7.88175197958728,2018,4,2018-04-01
"122","PréstamosPeq",7.06943577993108,5.66860360971883,4.9289729427453,7.86970283756556,2018,4,2018-04-01
"123","Créditos a microempresas",4.8252934913667,6.20266758711059,4.64790166863878,7.67283596609801,2018,4,2018-04-01
"124","PréstamosMicro",4.8252934913667,6.20376637003447,4.64790166863878,7.64492255875907,2018,4,2018-04-01
"125","Créditos pequeñas empresas",7.16785729758045,5.6873664292805,4.79018224980623,7.98178300705412,2018,5,2018-05-01
"126","PréstamosPeq",7.16785729758045,5.69428965220767,4.77743101090892,7.97746228155722,2018,5,2018-05-01
"127","Créditos a microempresas",4.85494097106396,6.33613894097478,4.72980282434362,7.75780475518291,2018,5,2018-05-01
"128","PréstamosMicro",4.85494097106396,6.33891282258024,4.72980282434362,7.73096459651264,2018,5,2018-05-01
"129","Créditos pequeñas empresas",7.43380084048112,5.32107243219232,4.7143446210736,8.23822069984033,2018,6,2018-06-01
"130","PréstamosPeq",7.43380084048112,5.32748868660244,4.71854755889071,8.23307580438587,2018,6,2018-06-01
"131","Créditos a microempresas",5.01384064664549,6.25342106058509,4.60457173342532,8.21844179319808,2018,6,2018-06-01
"132","PréstamosMicro",5.01384064664549,6.2560736050516,4.60211076872925,8.19430180096234,2018,6,2018-06-01
"133","Créditos pequeñas empresas",7.36096534710781,5.48252703879021,4.93399338171895,7.92161708289167,2018,7,2018-07-01
"134","PréstamosPeq",7.36096534710781,5.49177783812827,4.93859895097041,7.91292236226863,2018,7,2018-07-01
"135","Créditos a microempresas",4.90192889238677,6.39148418208514,4.78162852622794,4.57407369723519,2018,7,2018-07-01
"136","PréstamosMicro",4.90192889238677,6.39372902473758,4.77922348872243,4.54702810220281,2018,7,2018-07-01
"137","Créditos pequeñas empresas",7.62818602528326,5.60624739950403,5.06318277456727,8.17194641566745,2018,8,2018-08-01
"138","PréstamosPeq",7.62818602528326,5.61683044330203,5.06798133021055,8.16428894358385,2018,8,2018-08-01
"139","Créditos a microempresas",4.88001035207059,6.52871578905407,4.89839831999017,4.73910551568997,2018,8,2018-08-01
"140","PréstamosMicro",4.88001035207059,6.53127342280477,4.89603250971617,4.71244286291141,2018,8,2018-08-01
"141","Créditos pequeñas empresas",7.54022591710009,5.20985377044658,4.77248833895263,8.40937888825133,2018,9,2018-09-01
"142","PréstamosPeq",7.54022591710009,5.21785390539429,4.76992214015731,8.40249437510349,2018,9,2018-09-01
"143","Créditos a microempresas",4.96250819236096,6.32642967849435,4.55610055410912,5.04294391607539,2018,9,2018-09-01
"144","PréstamosMicro",4.96250819236096,6.32962130985657,4.55376234298977,5.01695508474202,2018,9,2018-09-01
"145","Créditos pequeñas empresas",7.07368923407555,4.77098716855453,4.68404859985574,8.09869838346192,2019,1,2019-01-01
"146","PréstamosPeq",7.07368923407555,4.7768664500822,4.68717949132278,8.09599014180234,2019,1,2019-01-01
"147","Créditos a microempresas",4.57609757291497,6.24180352563754,4.61399347559261,5.73353933996741,2019,1,2019-01-01
"148","PréstamosMicro",4.57609757291497,6.24252498496335,4.61189910838379,5.71504231185733,2019,1,2019-01-01
"149","Créditos pequeñas empresas",7.59832776168249,5.01480796269953,2.86448310664472,8.26927921567907,2019,10,2019-10-01
"150","PréstamosPeq",7.59832776168249,5.01779849518256,2.8673086454463,8.2862789510158,2019,10,2019-10-01
"151","Créditos a microempresas",5.37606221164115,7.16558305273899,3.95127983304407,6.74744123813156,2019,10,2019-10-01
"152","PréstamosMicro",5.37606221164115,7.16558305273899,3.95131110157382,6.73142133954456,2019,10,2019-10-01
"153","Créditos pequeñas empresas",7.46101629943759,4.85361906281235,2.97289054906777,8.01984307537077,2019,11,2019-11-01
"154","PréstamosPeq",7.46101629943759,4.85622115466118,2.97573271768486,8.02638418013626,2019,11,2019-11-01
"155","Créditos a microempresas",5.40574370458981,6.98296164831742,4.00802489925503,6.83606504387829,2019,11,2019-11-01
"156","PréstamosMicro",5.40574370458981,6.98296164831742,4.00805039438124,6.81886452787174,2019,11,2019-11-01
"157","Créditos pequeñas empresas",6.61214160964637,4.43427229410638,2.71588083531942,8.10068417732711,2019,12,2019-12-01
"158","PréstamosPeq",6.61214160964637,4.43644479326687,2.71765014370908,8.11160884290801,2019,12,2019-12-01
"159","Créditos a microempresas",4.59227170234513,6.71543313304725,3.9150004682373,6.66950843135848,2019,12,2019-12-01
"160","PréstamosMicro",4.59227170234513,6.71543313304725,3.91490559071789,6.66335168754206,2019,12,2019-12-01
"161","Créditos pequeñas empresas",7.44072488777658,4.93748100071935,4.66807387196057,8.30176075959961,2019,2,2019-02-01
"162","PréstamosPeq",7.44072488777658,4.94187183993182,4.67119261968844,8.30106698392414,2019,2,2019-02-01
"163","Créditos a microempresas",4.76129305368318,6.45659390778942,4.77404657821411,5.99685518069895,2019,2,2019-02-01
"164","PréstamosMicro",4.76129305368318,6.45732600365896,4.77197158243945,5.98184252180357,2019,2,2019-02-01
"165","Créditos pequeñas empresas",7.63078939943844,4.73929839879589,4.56161706576479,7.88826059956875,2019,3,2019-03-01
"166","PréstamosPeq",7.63078939943844,4.74342595638347,4.56510507292967,7.88785394369747,2019,3,2019-03-01
"167","Créditos a microempresas",4.82528508156981,6.75237389106653,4.32993305513497,5.67985181303322,2019,3,2019-03-01
"168","PréstamosMicro",4.82528508156981,6.75237389106653,4.32788027899684,5.66468015670899,2019,3,2019-03-01
"169","Créditos pequeñas empresas",7.85970204200758,4.93700803356378,4.6432352156469,8.06218173713288,2019,4,2019-04-01
"170","PréstamosPeq",7.85970204200758,4.94090487214915,4.64657880575884,8.06744199665567,2019,4,2019-04-01
"171","Créditos a microempresas",4.98195363569997,6.95942839709202,4.63122683805871,6.15890510017737,2019,4,2019-04-01
"172","PréstamosMicro",4.98195363569997,6.95942839709202,4.63845754217165,6.13870075561097,2019,4,2019-04-01
"173","Créditos pequeñas empresas",7.98408294331857,4.98999405179669,3.90231118459711,8.14342666993858,2019,5,2019-05-01
"174","PréstamosPeq",7.98408294331857,4.99377658304264,3.90542932810555,8.15076787385245,2019,5,2019-05-01
"175","Créditos a microempresas",5.02903506807839,7.14252631463378,4.23308158704857,6.60088328270782,2019,5,2019-05-01
"176","PréstamosMicro",5.02903506807839,7.14252631463378,4.23945295840119,6.58077053438369,2019,5,2019-05-01
"177","Créditos pequeñas empresas",8.18118335892414,4.7734565163786,3.93021481775155,7.60260733723735,2019,6,2019-06-01
"178","PréstamosPeq",8.18118335892414,4.77670509960522,3.93397813775035,7.60900780790655,2019,6,2019-06-01
"179","Créditos a microempresas",5.02016806538875,7.10994195354224,4.44271901327312,5.30256044380691,2019,6,2019-06-01
"180","PréstamosMicro",5.02016806538875,7.10994195354224,4.44885890985894,5.27948862639392,2019,6,2019-06-01
"181","Créditos pequeñas empresas",8.21239474387894,5.14480552505996,4.16765629612397,7.76357073332362,2019,7,2019-07-01
"182","PréstamosPeq",8.21239474387894,5.14781666081145,4.17172819468118,7.77522237997761,2019,7,2019-07-01
"183","Créditos a microempresas",5.16875018743889,7.37293696041589,4.65131103540068,5.82611056789858,2019,7,2019-07-01
"184","PréstamosMicro",5.16875018743889,7.37293696041589,4.65899928082867,5.80356396635288,2019,7,2019-07-01
"185","Créditos pequeñas empresas",7.97520278411145,5.32571410780971,3.61079242510702,8.02636089352754,2019,8,2019-08-01
"186","PréstamosPeq",7.97520278411145,5.32849481849952,3.61437425842302,8.03502025530521,2019,8,2019-08-01
"187","Créditos a microempresas",4.76598685851084,7.51892640172382,4.38151153685024,6.35974714356272,2019,8,2019-08-01
"188","PréstamosMicro",4.76598685851084,7.51892640172382,4.38798192746684,6.34934727111222,2019,8,2019-08-01
"189","Créditos pequeñas empresas",7.68183689721493,5.13976384854706,2.63342356970263,8.21291532499188,2019,9,2019-09-01
"190","PréstamosPeq",7.68183689721493,5.14304119971461,2.63579413795101,8.23442647488184,2019,9,2019-09-01
"191","Créditos a microempresas",5.17188003512863,7.31805528994497,3.80322690470123,6.82959270041464,2019,9,2019-09-01
"192","PréstamosMicro",5.17188003512863,7.31809677871502,3.80820339413409,6.81406139489884,2019,9,2019-09-01
"193","Créditos pequeñas empresas",6.774935661227,4.80827757815545,3.63736254293917,8.41363375916247,2020,1,2020-01-01
"194","PréstamosPeq",6.774935661227,4.81046021802354,3.63952566894505,8.42357333228821,2020,1,2020-01-01
"195","Créditos a microempresas",4.75158123373315,6.86120431131539,4.50482916793009,6.99075015782632,2020,1,2020-01-01
"196","PréstamosMicro",4.75158123373315,6.86120431131539,4.50461524161321,6.98383235115061,2020,1,2020-01-01
"197","Créditos pequeñas empresas",4.83570036216727,2.41646712861519,2.42995755703495,7.14722180900524,2020,10,2020-10-01
"198","PréstamosPeq",4.83570036216727,2.41468931783091,2.43009810848689,7.1387140519423,2020,10,2020-10-01
"199","Créditos a microempresas",4.77089105394698,3.14334647843362,2.18991040970826,6.53684371744208,2020,10,2020-10-01
"200","PréstamosMicro",4.77089105394698,3.14334647843362,2.18991040970826,6.51392387059594,2020,10,2020-10-01
"201","Créditos pequeñas empresas",4.2110092926846,2.49397792344241,2.29219476528314,6.9936631712711,2020,11,2020-11-01
"202","PréstamosPeq",4.2110092926846,2.49458882155413,2.29269681354745,6.98444818347349,2020,11,2020-11-01
"203","Créditos a microempresas",4.1038838507136,3.03468129560856,1.97115981729842,6.22012022476619,2020,11,2020-11-01
"204","PréstamosMicro",4.1038838507136,3.03468129560856,1.97115981729842,6.20060065587409,2020,11,2020-11-01
"205","Créditos pequeñas empresas",3.84440592158468,1.98839049716387,2.08563858894513,6.8322346977956,2020,12,2020-12-01
"206","PréstamosPeq",3.84440592158468,1.98885410513138,2.0865091145382,6.82329806788404,2020,12,2020-12-01
"207","Créditos a microempresas",3.40648004578842,2.35481842773724,1.82518118014356,6.07377219747806,2020,12,2020-12-01
"208","PréstamosMicro",3.40648004578842,2.35481842773724,1.82518118014356,6.0579270520928,2020,12,2020-12-01
"209","Créditos pequeñas empresas",6.83036331656342,4.8548017474146,3.49307320025331,8.78907154291958,2020,2,2020-02-01
"210","PréstamosPeq",6.83036331656342,4.85674397979844,3.4941932870722,8.79067128541131,2020,2,2020-02-01
"211","Créditos a microempresas",5.01821195781626,6.29215979503609,3.13823557195851,7.07484423052724,2020,2,2020-02-01
"212","PréstamosMicro",5.01821195781626,6.29215979503609,3.13824348084607,7.07524286178807,2020,2,2020-02-01
"213","Créditos pequeñas empresas",6.61475910239364,4.73598274429031,4.73034585987851,8.51577308510747,2020,3,2020-03-01
"214","PréstamosPeq",6.61475910239364,4.7377440265503,4.73179371935814,8.52447864616517,2020,3,2020-03-01
"215","Créditos a microempresas",5.08929453092624,6.53972875259453,4.07721112774433,6.86330630959108,2020,3,2020-03-01
"216","PréstamosMicro",5.08929453092624,6.53972875259453,4.07722191826667,6.84730713887588,2020,3,2020-03-01
"217","Créditos pequeñas empresas",6.48558039724876,4.60292355511605,4.20846944944817,8.56046414458072,2020,4,2020-04-01
"218","PréstamosPeq",6.48558039724876,4.60453424058543,4.20972638173878,8.56897298360667,2020,4,2020-04-01
"219","Créditos a microempresas",5.51744240859062,7.03738907842357,4.07318709002163,7.43839373793856,2020,4,2020-04-01
"220","PréstamosMicro",5.51744240859062,7.03738907842357,4.07319865705362,7.42215546808979,2020,4,2020-04-01
"221","Créditos pequeñas empresas",6.31726466875075,4.3068219633464,3.68162736842628,8.38727397030186,2020,5,2020-05-01
"222","PréstamosPeq",6.31726466875075,4.3081255649594,3.68257229633325,8.39124586054409,2020,5,2020-05-01
"223","Créditos a microempresas",5.96058164875874,7.32834537497807,4.33848794611109,7.89835949376767,2020,5,2020-05-01
"224","PréstamosMicro",5.96058164875874,7.32834537497807,4.33850098434394,7.88135766448449,2020,5,2020-05-01
"225","Créditos pequeñas empresas",6.07954359452936,3.96611283620642,3.23028796728139,8.01144198678767,2020,6,2020-06-01
"226","PréstamosPeq",6.07954359452936,3.96800073312327,3.23107727590737,8.00250095731632,2020,6,2020-06-01
"227","Créditos a microempresas",6.34172355683609,7.78097528472475,4.28038861863105,7.87650542073209,2020,6,2020-06-01
"228","PréstamosMicro",6.34172355683609,7.78097528472475,4.28039529431841,7.8530132424056,2020,6,2020-06-01
"229","Créditos pequeñas empresas",5.7173288312664,2.90190670940892,3.25960936032293,7.6157694270286,2020,7,2020-07-01
"230","PréstamosPeq",5.7173288312664,2.90327715405187,3.26049640823947,7.60763915691241,2020,7,2020-07-01
"231","Créditos a microempresas",6.43626420454923,4.75642668831128,4.37717663693043,7.40224814393538,2020,7,2020-07-01
"232","PréstamosMicro",6.43626420454923,4.75642668831128,4.37718326194046,7.37540131749383,2020,7,2020-07-01
"233","Créditos pequeñas empresas",5.46580416943281,2.74156135486292,2.80834328565731,7.25194163767229,2020,8,2020-08-01
"234","PréstamosPeq",5.46580416943281,2.74138035470722,2.79854876545464,7.2453673652934,2020,8,2020-08-01
"235","Créditos a microempresas",6.52797431858617,4.25071687850433,3.07211003879587,6.9890985495411,2020,8,2020-08-01
"236","PréstamosMicro",6.52797431858617,4.25071687850433,3.07211003879587,6.96301165746683,2020,8,2020-08-01
"237","Créditos pequeñas empresas",5.47177516959888,2.73906056040238,2.66750306321105,7.41217726222321,2020,9,2020-09-01
"238","PréstamosPeq",5.47177516959888,2.73842911919043,2.66791306044429,7.40521221868995,2020,9,2020-09-01
"239","Créditos a microempresas",5.65839485373102,3.96462643899609,2.6706218145489,7.04091552961709,2020,9,2020-09-01
"240","PréstamosMicro",5.65839485373102,3.96462643899609,2.6706218145489,7.01491049516791,2020,9,2020-09-01
"241","Créditos pequeñas empresas",4.02391105483328,2.11547761759495,1.59629539212906,6.92015514424318,2021,1,2021-01-01
"242","PréstamosPeq",4.02391105483328,2.11591471283779,1.5968669213924,6.90804588982407,2021,1,2021-01-01
