"","Concepto","CMAC Arequipa","CMAC Cusco","CMAC Huancayo","CMAC Piura","year","mes","Mes"
"22","PROVISIONES PARA CRÉDITOS DIRECTOS",411.171641604088,139.640205500238,79.1814085198319,67.7142036063464,2017,10,2017-10-01
"23","PROVISIONES PARA CRÉDITOS DIRECTOS",-23.9131256807518,66.7886314126439,1017.88217338475,4.06264201383413,2017,11,2017-11-01
"24","PROVISIONES PARA CRÉDITOS DIRECTOS",-53.9515150862613,-39.0018748666192,-87.6231072525639,66.7921095283551,2017,12,2017-12-01
"25","PROVISIONES PARA CRÉDITOS DIRECTOS",-0.440829205332527,-0.13539910399567,76.0649286582224,2.01521558376656,2018,1,2018-01-01
"26","PROVISIONES PARA CRÉDITOS DIRECTOS",58.2435781218806,-2.9762691709902,45.9327847292392,35.6429627818537,2018,2,2018-02-01
"27","PROVISIONES PARA CRÉDITOS DIRECTOS",36.1566403601081,59.2707780672491,35.525418911458,164.258752850876,2018,3,2018-03-01
"28","PROVISIONES PARA CRÉDITOS DIRECTOS",14.43878186965,4.87567067633301,20.6094503766304,34.6072129811643,2018,4,2018-04-01
"29","PROVISIONES PARA CRÉDITOS DIRECTOS",32.0501760087899,6.90211769977775,7.52092301179712,74.2775997426356,2018,5,2018-05-01
"30","PROVISIONES PARA CRÉDITOS DIRECTOS",31.5578620605691,51.7774440708623,130.388077142155,102.24578443427,2018,6,2018-06-01
"31","PROVISIONES PARA CRÉDITOS DIRECTOS",14.6358249445959,67.7515458131189,41.8017217197213,40.1021139764846,2018,7,2018-07-01
"32","PROVISIONES PARA CRÉDITOS DIRECTOS",32.8171934776951,60.6874356060538,9.10380706672886,157.570189360036,2018,8,2018-08-01
"33","PROVISIONES PARA CRÉDITOS DIRECTOS",27.6718707155596,-2.09066907149366,-5.90952208652157,16.2607491264811,2018,9,2018-09-01
"34","PROVISIONES PARA CRÉDITOS DIRECTOS",47.3345087101353,43.8663116609743,-8.40946954979336,57.8356793592855,2018,10,2018-10-01
"35","PROVISIONES PARA CRÉDITOS DIRECTOS",30.9932547555938,35.4199216514751,-23.1512475971129,0.133470034937777,2018,11,2018-11-01
"36","PROVISIONES PARA CRÉDITOS DIRECTOS",28.1922321416912,297.589427386733,-879.221650163696,-43.5912469684211,2018,12,2018-12-01
"37","PROVISIONES PARA CRÉDITOS DIRECTOS",23.0558865501488,51.1174777924517,57.5614653667677,45.2596300787279,2019,1,2019-01-01
"38","PROVISIONES PARA CRÉDITOS DIRECTOS",49.9855284974016,56.6536781004879,24.2690541322395,-12.3177263130395,2019,2,2019-02-01
"39","PROVISIONES PARA CRÉDITOS DIRECTOS",23.3409786716301,11.2140017158214,4.73402029152723,0.235160393752376,2019,3,2019-03-01
"40","PROVISIONES PARA CRÉDITOS DIRECTOS",22.5115171955697,32.4748447323205,20.6809216672441,68.3714729128291,2019,4,2019-04-01
"41","PROVISIONES PARA CRÉDITOS DIRECTOS",47.2527303268279,23.3353525344598,30.850296719336,27.1312750728036,2019,5,2019-05-01
"42","PROVISIONES PARA CRÉDITOS DIRECTOS",17.3916363985485,38.8535492622628,37.4977837067098,-16.1978987190806,2019,6,2019-06-01
"43","PROVISIONES PARA CRÉDITOS DIRECTOS",20.4941534282842,41.8319029881655,11.2696437275332,12.0352763678477,2019,7,2019-07-01
"44","PROVISIONES PARA CRÉDITOS DIRECTOS",24.2329384503816,42.9284997176058,14.050074072701,9.68270482810314,2019,8,2019-08-01
"45","PROVISIONES PARA CRÉDITOS DIRECTOS",1.55515113027473,22.3137442641388,52.0024849368927,0.249977070100926,2019,9,2019-09-01
"46","PROVISIONES PARA CRÉDITOS DIRECTOS",5.57745330925117,18.1214075156849,90.0589877817079,-15.7551767403266,2019,10,2019-10-01
"47","PROVISIONES PARA CRÉDITOS DIRECTOS",-10.9916131097013,12.0011870263858,91.7346339354554,58.8020888102498,2019,11,2019-11-01
"48","PROVISIONES PARA CRÉDITOS DIRECTOS",-91.2507869569159,-53.3637543645156,-358.518566894197,16.5293786446351,2019,12,2019-12-01
"49","PROVISIONES PARA CRÉDITOS DIRECTOS",8.33946274103801,39.6397466797905,7.17055722676259,29.218196803798,2020,1,2020-01-01
"50","PROVISIONES PARA CRÉDITOS DIRECTOS",0.141170755914932,21.4964673413176,15.0459714237867,132.736313749377,2020,2,2020-02-01
"51","PROVISIONES PARA CRÉDITOS DIRECTOS",-24.3484657016739,-7.31512225588646,256.774898205237,-6.73773803984979,2020,3,2020-03-01
"52","PROVISIONES PARA CRÉDITOS DIRECTOS",-33.4190159183642,105.82377696425,-133.017040511434,-87.6850715330225,2020,4,2020-04-01
"53","PROVISIONES PARA CRÉDITOS DIRECTOS",-40.1212779865191,-64.9281889909707,219.931019669554,42.3403624172041,2020,5,2020-05-01
"54","PROVISIONES PARA CRÉDITOS DIRECTOS",-12.9820520893398,60.5720137587439,112.617430031129,-43.6244087877821,2020,6,2020-06-01
"55","PROVISIONES PARA CRÉDITOS DIRECTOS",189.215181780507,-3.92638265464106,84.2755420595698,15.6386869229888,2020,7,2020-07-01
"56","PROVISIONES PARA CRÉDITOS DIRECTOS",64.2466264466629,44.7823346146576,110.532214496875,-13.6722227379012,2020,8,2020-08-01
"57","PROVISIONES PARA CRÉDITOS DIRECTOS",87.5546876289076,35.8335705486957,127.689319302876,70.2939309264331,2020,9,2020-09-01
"58","PROVISIONES PARA CRÉDITOS DIRECTOS",163.949938530267,-48.5840660676508,74.2471816695545,119.864393575693,2020,10,2020-10-01
"59","PROVISIONES PARA CRÉDITOS DIRECTOS",99.9791230168639,73.197285233349,92.6625500728676,40.2950987169952,2020,11,2020-11-01
"60","PROVISIONES PARA CRÉDITOS DIRECTOS",879.857991813851,222.904144236748,-83.6323107475011,74.339634475224,2020,12,2020-12-01
"61","PROVISIONES PARA CRÉDITOS DIRECTOS",32.1418686084364,63.3370282381893,-50.1170745307319,3.94608088425314,2021,1,2021-01-01
"62","PROVISIONES PARA CRÉDITOS DIRECTOS",26.0517799125659,82.0410161078985,29.4719794424258,-38.1284394973015,2021,2,2021-02-01
"63","PROVISIONES PARA CRÉDITOS DIRECTOS",98.1687966160214,186.994786874145,-38.8923776858369,0.407958132363229,2021,3,2021-03-01
"64","PROVISIONES PARA CRÉDITOS DIRECTOS",100.603655585289,20.8729496493426,-479.995427840729,402.34658819103,2021,4,2021-04-01
"65","PROVISIONES PARA CRÉDITOS DIRECTOS",176.223768219861,503.620362218579,-40.5392770034484,-13.1131557404857,2021,5,2021-05-01
"66","PROVISIONES PARA CRÉDITOS DIRECTOS",95.0926479997769,25.5035478479394,15.6373960330022,98.3748167546583,2021,6,2021-06-01
"67","PROVISIONES PARA CRÉDITOS DIRECTOS",-34.66060804185,45.0030207593062,-6.83946266605209,-16.631273078042,2021,7,2021-07-01
"68","PROVISIONES PARA CRÉDITOS DIRECTOS",-2.89882857840799,37.0325716389883,7.64303658862702,-21.9986741399381,2021,8,2021-08-01
"69","PROVISIONES PARA CRÉDITOS DIRECTOS",-12.0986998727348,109.146216004418,-10.0813574368877,-33.6201661734345,2021,9,2021-09-01
